input,name,type,label
[HBFR]FIRED EQUIPMENT/ FURNACE,[HBFR]Fired Equipment/ Furnace,2,설비유형
[HBFR]FiredEquipment/Furnace,[HBFR]Fired Equipment/ Furnace,3,설비유형
HBFRFired Equipment Furnace,[HBFR]Fired Equipment/ Furnace,4,설비유형
[hbfr]fired equipment/ furnace,[HBFR]Fired Equipment/ Furnace,5,설비유형
Fired Equipment/ Furnace,[HBFR]Fired Equipment/ Furnace,6,설비유형
[HBIG]Fired Equipment/ Ignitor,[HBIG]Fired Equipment/ Ignitor,0,설비유형
[hbig]fired equipment/ ignitor,[HBIG]Fired Equipment/ Ignitor,1,설비유형
[HBIG]FIRED EQUIPMENT/ IGNITOR,[HBIG]Fired Equipment/ Ignitor,2,설비유형
[HBIG]FiredEquipment/Ignitor,[HBIG]Fired Equipment/ Ignitor,3,설비유형
HBIGFired Equipment Ignitor,[HBIG]Fired Equipment/ Ignitor,4,설비유형
[hbig]fired equipment/ ignitor,[HBIG]Fired Equipment/ Ignitor,5,설비유형
Fired Equipment/ Ignitor,[HBIG]Fired Equipment/ Ignitor,6,설비유형
[HBIN]Fired Equipment/ Incinerator,[HBIN]Fired Equipment/ Incinerator,0,설비유형
[hbin]fired equipment/ incinerator,[HBIN]Fired Equipment/ Incinerator,1,설비유형
[HBIN]FIRED EQUIPMENT/ INCINERATOR,[HBIN]Fired Equipment/ Incinerator,2,설비유형
[HBIN]FiredEquipment/Incinerator,[HBIN]Fired Equipment/ Incinerator,3,설비유형
HBINFired Equipment Incinerator,[HBIN]Fired Equipment/ Incinerator,4,설비유형
[hbin]fired equipment/ incinerator,[HBIN]Fired Equipment/ Incinerator,5,설비유형
Fired Equipment/ Incinerator,[HBIN]Fired Equipment/ Incinerator,6,설비유형
[HBRH]Fired Equipment/ Reformer heater,[HBRH]Fired Equipment/ Reformer heater,0,설비유형
[hbrh]fired equipment/ reformer heater,[HBRH]Fired Equipment/ Reformer heater,1,설비유형
[HBRH]FIRED EQUIPMENT/ REFORMER HEATER,[HBRH]Fired Equipment/ Reformer heater,2,설비유형
[HBRH]FiredEquipment/Reformerheater,[HBRH]Fired Equipment/ Reformer heater,3,설비유형
HBRHFired Equipment Reformer heater,[HBRH]Fired Equipment/ Reformer heater,4,설비유형
[hbrh]fired equipment/ reformer heater,[HBRH]Fired Equipment/ Reformer heater,5,설비유형
Fired Equipment/ Reformer heater,[HBRH]Fired Equipment/ Reformer heater,6,설비유형
[HBTR]Fired Equipment/ Thermal reactor,[HBTR]Fired Equipment/ Thermal reactor,0,설비유형
[hbtr]fired equipment/ thermal reactor,[HBTR]Fired Equipment/ Thermal reactor,1,설비유형
[HBTR]FIRED EQUIPMENT/ THERMAL REACTOR,[HBTR]Fired Equipment/ Thermal reactor,2,설비유형
[HBTR]FiredEquipment/Thermalreactor,[HBTR]Fired Equipment/ Thermal reactor,3,설비유형
HBTRFired Equipment Thermal reactor,[HBTR]Fired Equipment/ Thermal reactor,4,설비유형
[hbtr]fired equipment/ thermal reactor,[HBTR]Fired Equipment/ Thermal reactor,5,설비유형
Fired Equipment/ Thermal reactor,[HBTR]Fired Equipment/ Thermal reactor,6,설비유형
[HEAC]Heat Exchanger/ Air Cooled type,[HEAC]Heat Exchanger/ Air Cooled type,0,설비유형
[heac]heat exchanger/ air cooled type,[HEAC]Heat Exchanger/ Air Cooled type,1,설비유형
[HEAC]HEAT EXCHANGER/ AIR COOLED TYPE,[HEAC]Heat Exchanger/ Air Cooled type,2,설비유형
[HEAC]HeatExchanger/AirCooledtype,[HEAC]Heat Exchanger/ Air Cooled type,3,설비유형
HEACHeat Exchanger Air Cooled type,[HEAC]Heat Exchanger/ Air Cooled type,4,설비유형
[heac]heat exchanger/ air cooled type,[HEAC]Heat Exchanger/ Air Cooled type,5,설비유형
Heat Exchanger/ Air Cooled type,[HEAC]Heat Exchanger/ Air Cooled type,6,설비유형
[HEPL]Heat Exchanger/ Plate Type,[HEPL]Heat Exchanger/ Plate Type,0,설비유형
[hepl]heat exchanger/ plate type,[HEPL]Heat Exchanger/ Plate Type,1,설비유형
[HEPL]HEAT EXCHANGER/ PLATE TYPE,[HEPL]Heat Exchanger/ Plate Type,2,설비유형
[HEPL]HeatExchanger/PlateType,[HEPL]Heat Exchanger/ Plate Type,3,설비유형
HEPLHeat Exchanger Plate Type,[HEPL]Heat Exchanger/ Plate Type,4,설비유형
[hepl]heat exchanger/ plate type,[HEPL]Heat Exchanger/ Plate Type,5,설비유형
Heat Exchanger/ Plate Type,[HEPL]Heat Exchanger/ Plate Type,6,설비유형
[HEST]Heat Exchanger/ Tubular type,[HEST]Heat Exchanger/ Tubular type,0,설비유형
[hest]heat exchanger/ tubular type,[HEST]Heat Exchanger/ Tubular type,1,설비유형
[HEST]HEAT EXCHANGER/ TUBULAR TYPE,[HEST]Heat Exchanger/ Tubular type,2,설비유형
[HEST]HeatExchanger/Tubulartype,[HEST]Heat Exchanger/ Tubular type,3,설비유형
HESTHeat Exchanger Tubular type,[HEST]Heat Exchanger/ Tubular type,4,설비유형
[hest]heat exchanger/ tubular type,[HEST]Heat Exchanger/ Tubular type,5,설비유형
Heat Exchanger/ Tubular type,[HEST]Heat Exchanger/ Tubular type,6,설비유형
[IOAC]Other Instrument/ Airconditioner,[IOAC]Other Instrument/ Airconditioner,0,설비유형
[ioac]other instrument/ airconditioner,[IOAC]Other Instrument/ Airconditioner,1,설비유형
[IOAC]OTHER INSTRUMENT/ AIRCONDITIONER,[IOAC]Other Instrument/ Airconditioner,2,설비유형
[IOAC]OtherInstrument/Airconditioner,[IOAC]Other Instrument/ Airconditioner,3,설비유형
IOACOther Instrument Airconditioner,[IOAC]Other Instrument/ Airconditioner,4,설비유형
[ioac]other instrument/ airconditioner,[IOAC]Other Instrument/ Airconditioner,5,설비유형
Other Instrument/ Airconditioner,[IOAC]Other Instrument/ Airconditioner,6,설비유형
[IOAW]Other Instrument/ Auto Ware House,[IOAW]Other Instrument/ Auto Ware House,0,설비유형
[ioaw]other instrument/ auto ware house,[IOAW]Other Instrument/ Auto Ware House,1,설비유형
[IOAW]OTHER INSTRUMENT/ AUTO WARE HOUSE,[IOAW]Other Instrument/ Auto Ware House,2,설비유형
[IOAW]OtherInstrument/AutoWareHouse,[IOAW]Other Instrument/ Auto Ware House,3,설비유형
IOAWOther Instrument Auto Ware House,[IOAW]Other Instrument/ Auto Ware House,4,설비유형
[ioaw]other instrument/ auto ware house,[IOAW]Other Instrument/ Auto Ware House,5,설비유형
Other Instrument/ Auto Ware House,[IOAW]Other Instrument/ Auto Ware House,6,설비유형
[IOCC]Other Instrument/ CCTV,[IOCC]Other Instrument/ CCTV,0,설비유형
[iocc]other instrument/ cctv,[IOCC]Other Instrument/ CCTV,1,설비유형
[IOCC]OTHER INSTRUMENT/ CCTV,[IOCC]Other Instrument/ CCTV,2,설비유형
[IOCC]OtherInstrument/CCTV,[IOCC]Other Instrument/ CCTV,3,설비유형
IOCCOther Instrument CCTV,[IOCC]Other Instrument/ CCTV,4,설비유형
[iocc]other instrument/ cctv,[IOCC]Other Instrument/ CCTV,5,설비유형
Other Instrument/ CCTV,[IOCC]Other Instrument/ CCTV,6,설비유형
[IOCR]Other Instrument/ Converter,[IOCR]Other Instrument/ Converter,0,설비유형
[iocr]other instrument/ converter,[IOCR]Other Instrument/ Converter,1,설비유형
[IOCR]OTHER INSTRUMENT/ CONVERTER,[IOCR]Other Instrument/ Converter,2,설비유형
[IOCR]OtherInstrument/Converter,[IOCR]Other Instrument/ Converter,3,설비유형
IOCROther Instrument Converter,[IOCR]Other Instrument/ Converter,4,설비유형
[iocr]other instrument/ converter,[IOCR]Other Instrument/ Converter,5,설비유형
Other Instrument/ Converter,[IOCR]Other Instrument/ Converter,6,설비유형
[IOHV]Other Instrument/ 냉방설비,[IOHV]Other Instrument/ 냉방설비,0,설비유형
[iohv]other instrument/ 냉방설비,[IOHV]Other Instrument/ 냉방설비,1,설비유형
[IOHV]OTHER INSTRUMENT/ 냉방설비,[IOHV]Other Instrument/ 냉방설비,2,설비유형
[IOHV]OtherInstrument/냉방설비,[IOHV]Other Instrument/ 냉방설비,3,설비유형
IOHVOther Instrument 냉방설비,[IOHV]Other Instrument/ 냉방설비,4,설비유형
[iohv]other instrument/ 냉방설비,[IOHV]Other Instrument/ 냉방설비,5,설비유형
Other Instrument/ 냉방설비,[IOHV]Other Instrument/ 냉방설비,6,설비유형
[IOIL]Other Instrument/ 계기 Halon System,[IOIL]Other Instrument/ 계기 Halon System,0,설비유형
[ioil]other instrument/ 계기 halon system,[IOIL]Other Instrument/ 계기 Halon System,1,설비유형
[IOIL]OTHER INSTRUMENT/ 계기 HALON SYSTEM,[IOIL]Other Instrument/ 계기 Halon System,2,설비유형
[IOIL]OtherInstrument/계기HalonSystem,[IOIL]Other Instrument/ 계기 Halon System,3,설비유형
IOILOther Instrument 계기 Halon System,[IOIL]Other Instrument/ 계기 Halon System,4,설비유형
[ioil]other instrument/ 계기 halon system,[IOIL]Other Instrument/ 계기 Halon System,5,설비유형
Other Instrument/ 계기 Halon System,[IOIL]Other Instrument/ 계기 Halon System,6,설비유형
[IOOI]Other Instrument/ Off-site Instrument,[IOOI]Other Instrument/ Off-site Instrument,0,설비유형
[iooi]other instrument/ off-site instrument,[IOOI]Other Instrument/ Off-site Instrument,1,설비유형
[IOOI]OTHER INSTRUMENT/ OFF-SITE INSTRUMENT,[IOOI]Other Instrument/ Off-site Instrument,2,설비유형
[IOOI]OtherInstrument/Off-siteInstrument,[IOOI]Other Instrument/ Off-site Instrument,3,설비유형
IOOIOther Instrument Offsite Instrument,[IOOI]Other Instrument/ Off-site Instrument,4,설비유형
[iooi]other instrument/ off-site instrument,[IOOI]Other Instrument/ Off-site Instrument,5,설비유형
Other Instrument/ Off-site Instrument,[IOOI]Other Instrument/ Off-site Instrument,6,설비유형
[IOOS]Other Instrument/ 항무설비,[IOOS]Other Instrument/ 항무설비,0,설비유형
[ioos]other instrument/ 항무설비,[IOOS]Other Instrument/ 항무설비,1,설비유형
[IOOS]OTHER INSTRUMENT/ 항무설비,[IOOS]Other Instrument/ 항무설비,2,설비유형
[IOOS]OtherInstrument/항무설비,[IOOS]Other Instrument/ 항무설비,3,설비유형
IOOSOther Instrument 항무설비,[IOOS]Other Instrument/ 항무설비,4,설비유형
[ioos]other instrument/ 항무설비,[IOOS]Other Instrument/ 항무설비,5,설비유형
Other Instrument/ 항무설비,[IOOS]Other Instrument/ 항무설비,6,설비유형
[IOOT]Other Instrument/ Miscellaneous Instrument,[IOOT]Other Instrument/ Miscellaneous Instrument,0,설비유형
[ioot]other instrument/ miscellaneous instrument,[IOOT]Other Instrument/ Miscellaneous Instrument,1,설비유형
[IOOT]OTHER INSTRUMENT/ MISCELLANEOUS INSTRUMENT,[IOOT]Other Instrument/ Miscellaneous Instrument,2,설비유형
[IOOT]OtherInstrument/MiscellaneousInstrument,[IOOT]Other Instrument/ Miscellaneous Instrument,3,설비유형
IOOTOther Instrument Miscellaneous Instrument,[IOOT]Other Instrument/ Miscellaneous Instrument,4,설비유형
[ioot]other instrument/ miscellaneous instrument,[IOOT]Other Instrument/ Miscellaneous Instrument,5,설비유형
Other Instrument/ Miscellaneous Instrument,[IOOT]Other Instrument/ Miscellaneous Instrument,6,설비유형
[IOPA]Other Instrument/ Paging,[IOPA]Other Instrument/ Paging,0,설비유형
[iopa]other instrument/ paging,[IOPA]Other Instrument/ Paging,1,설비유형
[IOPA]OTHER INSTRUMENT/ PAGING,[IOPA]Other Instrument/ Paging,2,설비유형
[IOPA]OtherInstrument/Paging,[IOPA]Other Instrument/ Paging,3,설비유형
IOPAOther Instrument Paging,[IOPA]Other Instrument/ Paging,4,설비유형
[iopa]other instrument/ paging,[IOPA]Other Instrument/ Paging,5,설비유형
Other Instrument/ Paging,[IOPA]Other Instrument/ Paging,6,설비유형
[IOSL]Other Instrument/ 기준설비,[IOSL]Other Instrument/ 기준설비,0,설비유형
[iosl]other instrument/ 기준설비,[IOSL]Other Instrument/ 기준설비,1,설비유형
[IOSL]OTHER INSTRUMENT/ 기준설비,[IOSL]Other Instrument/ 기준설비,2,설비유형
[IOSL]OtherInstrument/기준설비,[IOSL]Other Instrument/ 기준설비,3,설비유형
IOSLOther Instrument 기준설비,[IOSL]Other Instrument/ 기준설비,4,설비유형
[iosl]other instrument/ 기준설비,[IOSL]Other Instrument/ 기준설비,5,설비유형
Other Instrument/ 기준설비,[IOSL]Other Instrument/ 기준설비,6,설비유형
[IPFD]Input Device/ Flame System,[IPFD]Input Device/ Flame System,0,설비유형
[ipfd]input device/ flame system,[IPFD]Input Device/ Flame System,1,설비유형
[IPFD]INPUT DEVICE/ FLAME SYSTEM,[IPFD]Input Device/ Flame System,2,설비유형
[IPFD]InputDevice/FlameSystem,[IPFD]Input Device/ Flame System,3,설비유형
IPFDInput Device Flame System,[IPFD]Input Device/ Flame System,4,설비유형
[ipfd]input device/ flame system,[IPFD]Input Device/ Flame System,5,설비유형
Input Device/ Flame System,[IPFD]Input Device/ Flame System,6,설비유형
[IPFS]Input Device/ Flow Switch,[IPFS]Input Device/ Flow Switch,0,설비유형
[ipfs]input device/ flow switch,[IPFS]Input Device/ Flow Switch,1,설비유형
[IPFS]INPUT DEVICE/ FLOW SWITCH,[IPFS]Input Device/ Flow Switch,2,설비유형
[IPFS]InputDevice/FlowSwitch,[IPFS]Input Device/ Flow Switch,3,설비유형
IPFSInput Device Flow Switch,[IPFS]Input Device/ Flow Switch,4,설비유형
[ipfs]input device/ flow switch,[IPFS]Input Device/ Flow Switch,5,설비유형
Input Device/ Flow Switch,[IPFS]Input Device/ Flow Switch,6,설비유형
[IPFT]Input Device/ Flowmeter,[IPFT]Input Device/ Flowmeter,0,설비유형
[ipft]input device/ flowmeter,[IPFT]Input Device/ Flowmeter,1,설비유형
[IPFT]INPUT DEVICE/ FLOWMETER,[IPFT]Input Device/ Flowmeter,2,설비유형
[IPFT]InputDevice/Flowmeter,[IPFT]Input Device/ Flowmeter,3,설비유형
IPFTInput Device Flowmeter,[IPFT]Input Device/ Flowmeter,4,설비유형
[ipft]input device/ flowmeter,[IPFT]Input Device/ Flowmeter,5,설비유형
Input Device/ Flowmeter,[IPFT]Input Device/ Flowmeter,6,설비유형
[IPLG]Input Device/ Level Gauge,[IPLG]Input Device/ Level Gauge,0,설비유형
[iplg]input device/ level gauge,[IPLG]Input Device/ Level Gauge,1,설비유형
[IPLG]INPUT DEVICE/ LEVEL GAUGE,[IPLG]Input Device/ Level Gauge,2,설비유형
[IPLG]InputDevice/LevelGauge,[IPLG]Input Device/ Level Gauge,3,설비유형
IPLGInput Device Level Gauge,[IPLG]Input Device/ Level Gauge,4,설비유형
[iplg]input device/ level gauge,[IPLG]Input Device/ Level Gauge,5,설비유형
Input Device/ Level Gauge,[IPLG]Input Device/ Level Gauge,6,설비유형
[IPLS]Input Device/ Level Switch,[IPLS]Input Device/ Level Switch,0,설비유형
[ipls]input device/ level switch,[IPLS]Input Device/ Level Switch,1,설비유형
[IPLS]INPUT DEVICE/ LEVEL SWITCH,[IPLS]Input Device/ Level Switch,2,설비유형
[IPLS]InputDevice/LevelSwitch,[IPLS]Input Device/ Level Switch,3,설비유형
IPLSInput Device Level Switch,[IPLS]Input Device/ Level Switch,4,설비유형
[ipls]input device/ level switch,[IPLS]Input Device/ Level Switch,5,설비유형
Input Device/ Level Switch,[IPLS]Input Device/ Level Switch,6,설비유형
[IPLT]Input Device/ Level Transmitter,[IPLT]Input Device/ Level Transmitter,0,설비유형
[iplt]input device/ level transmitter,[IPLT]Input Device/ Level Transmitter,1,설비유형
[IPLT]INPUT DEVICE/ LEVEL TRANSMITTER,[IPLT]Input Device/ Level Transmitter,2,설비유형
[IPLT]InputDevice/LevelTransmitter,[IPLT]Input Device/ Level Transmitter,3,설비유형
IPLTInput Device Level Transmitter,[IPLT]Input Device/ Level Transmitter,4,설비유형
[iplt]input device/ level transmitter,[IPLT]Input Device/ Level Transmitter,5,설비유형
Input Device/ Level Transmitter,[IPLT]Input Device/ Level Transmitter,6,설비유형
[IPPG]Input Device/ Pressure Gauge,[IPPG]Input Device/ Pressure Gauge,0,설비유형
[ippg]input device/ pressure gauge,[IPPG]Input Device/ Pressure Gauge,1,설비유형
[IPPG]INPUT DEVICE/ PRESSURE GAUGE,[IPPG]Input Device/ Pressure Gauge,2,설비유형
[IPPG]InputDevice/PressureGauge,[IPPG]Input Device/ Pressure Gauge,3,설비유형
IPPGInput Device Pressure Gauge,[IPPG]Input Device/ Pressure Gauge,4,설비유형
[ippg]input device/ pressure gauge,[IPPG]Input Device/ Pressure Gauge,5,설비유형
Input Device/ Pressure Gauge,[IPPG]Input Device/ Pressure Gauge,6,설비유형
[IPPS]Input Device/ Pressure Switch,[IPPS]Input Device/ Pressure Switch,0,설비유형
[ipps]input device/ pressure switch,[IPPS]Input Device/ Pressure Switch,1,설비유형
[IPPS]INPUT DEVICE/ PRESSURE SWITCH,[IPPS]Input Device/ Pressure Switch,2,설비유형
[IPPS]InputDevice/PressureSwitch,[IPPS]Input Device/ Pressure Switch,3,설비유형
IPPSInput Device Pressure Switch,[IPPS]Input Device/ Pressure Switch,4,설비유형
[ipps]input device/ pressure switch,[IPPS]Input Device/ Pressure Switch,5,설비유형
Input Device/ Pressure Switch,[IPPS]Input Device/ Pressure Switch,6,설비유형
[IPPT]Input Device/ Pressure Transmitter,[IPPT]Input Device/ Pressure Transmitter,0,설비유형
[ippt]input device/ pressure transmitter,[IPPT]Input Device/ Pressure Transmitter,1,설비유형
[IPPT]INPUT DEVICE/ PRESSURE TRANSMITTER,[IPPT]Input Device/ Pressure Transmitter,2,설비유형
[IPPT]InputDevice/PressureTransmitter,[IPPT]Input Device/ Pressure Transmitter,3,설비유형
IPPTInput Device Pressure Transmitter,[IPPT]Input Device/ Pressure Transmitter,4,설비유형
[ippt]input device/ pressure transmitter,[IPPT]Input Device/ Pressure Transmitter,5,설비유형
Input Device/ Pressure Transmitter,[IPPT]Input Device/ Pressure Transmitter,6,설비유형
[IPSI]Input Device/ Speed Instrument,[IPSI]Input Device/ Speed Instrument,0,설비유형
[ipsi]input device/ speed instrument,[IPSI]Input Device/ Speed Instrument,1,설비유형
[IPSI]INPUT DEVICE/ SPEED INSTRUMENT,[IPSI]Input Device/ Speed Instrument,2,설비유형
[IPSI]InputDevice/SpeedInstrument,[IPSI]Input Device/ Speed Instrument,3,설비유형
IPSIInput Device Speed Instrument,[IPSI]Input Device/ Speed Instrument,4,설비유형
[ipsi]input device/ speed instrument,[IPSI]Input Device/ Speed Instrument,5,설비유형
Input Device/ Speed Instrument,[IPSI]Input Device/ Speed Instrument,6,설비유형
[IPTG]Input Device/ Temperature Gauge/Test Well,[IPTG]Input Device/ Temperature Gauge/Test Well,0,설비유형
[iptg]input device/ temperature gauge/test well,[IPTG]Input Device/ Temperature Gauge/Test Well,1,설비유형
[IPTG]INPUT DEVICE/ TEMPERATURE GAUGE/TEST WELL,[IPTG]Input Device/ Temperature Gauge/Test Well,2,설비유형
[IPTG]InputDevice/TemperatureGauge/TestWell,[IPTG]Input Device/ Temperature Gauge/Test Well,3,설비유형
IPTGInput Device Temperature GaugeTest Well,[IPTG]Input Device/ Temperature Gauge/Test Well,4,설비유형
[iptg]input device/ temperature gauge/test well,[IPTG]Input Device/ Temperature Gauge/Test Well,5,설비유형
Input Device/ Temperature Gauge/Test Well,[IPTG]Input Device/ Temperature Gauge/Test Well,6,설비유형
[IPTL]Input Device/ Tank Level Instrument,[IPTL]Input Device/ Tank Level Instrument,0,설비유형
[iptl]input device/ tank level instrument,[IPTL]Input Device/ Tank Level Instrument,1,설비유형
[IPTL]INPUT DEVICE/ TANK LEVEL INSTRUMENT,[IPTL]Input Device/ Tank Level Instrument,2,설비유형
[IPTL]InputDevice/TankLevelInstrument,[IPTL]Input Device/ Tank Level Instrument,3,설비유형
IPTLInput Device Tank Level Instrument,[IPTL]Input Device/ Tank Level Instrument,4,설비유형
[iptl]input device/ tank level instrument,[IPTL]Input Device/ Tank Level Instrument,5,설비유형
Input Device/ Tank Level Instrument,[IPTL]Input Device/ Tank Level Instrument,6,설비유형
[IPTS]Input Device/ Temperature Switch,[IPTS]Input Device/ Temperature Switch,0,설비유형
[ipts]input device/ temperature switch,[IPTS]Input Device/ Temperature Switch,1,설비유형
[IPTS]INPUT DEVICE/ TEMPERATURE SWITCH,[IPTS]Input Device/ Temperature Switch,2,설비유형
[IPTS]InputDevice/TemperatureSwitch,[IPTS]Input Device/ Temperature Switch,3,설비유형
IPTSInput Device Temperature Switch,[IPTS]Input Device/ Temperature Switch,4,설비유형
[ipts]input device/ temperature switch,[IPTS]Input Device/ Temperature Switch,5,설비유형
Input Device/ Temperature Switch,[IPTS]Input Device/ Temperature Switch,6,설비유형
[IPTT]Input Device/ Temperature Transmitter,[IPTT]Input Device/ Temperature Transmitter,0,설비유형
[iptt]input device/ temperature transmitter,[IPTT]Input Device/ Temperature Transmitter,1,설비유형
[IPTT]INPUT DEVICE/ TEMPERATURE TRANSMITTER,[IPTT]Input Device/ Temperature Transmitter,2,설비유형
[IPTT]InputDevice/TemperatureTransmitter,[IPTT]Input Device/ Temperature Transmitter,3,설비유형
IPTTInput Device Temperature Transmitter,[IPTT]Input Device/ Temperature Transmitter,4,설비유형
[iptt]input device/ temperature transmitter,[IPTT]Input Device/ Temperature Transmitter,5,설비유형
Input Device/ Temperature Transmitter,[IPTT]Input Device/ Temperature Transmitter,6,설비유형
[IPVI]Input Device/ Vibration instrument,[IPVI]Input Device/ Vibration instrument,0,설비유형
[ipvi]input device/ vibration instrument,[IPVI]Input Device/ Vibration instrument,1,설비유형
